Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
5.287	68.95	93.6421	5.0833
5.295	69.03	93.6397	5.0831
5.303	69.12	93.6374	5.0830
5.312	69.20	93.6349	5.0829
5.320	69.28	93.6323	5.0827
5.328	69.37	93.6300	5.0826
5.337	69.45	93.6276	5.0825
5.345	69.53	93.6257	5.0824
5.353	69.62	93.6241	5.0823
5.362	69.70	93.6219	5.0822
5.370	69.78	93.6197	5.0821
5.378	69.87	93.6175	5.0819
5.387	69.95	93.6149	5.0818
5.395	70.03	93.6124	5.0817
5.403	70.12	93.6100	5.0815
5.412	70.20	93.6074	5.0814
5.420	70.28	93.6047	5.0812
5.428	70.37	93.6019	5.0811
5.437	70.45	93.5992	5.0809
5.445	70.53	93.5968	5.0808
5.453	70.62	93.5944	5.0807
5.462	70.70	93.5920	5.0805
5.470	70.78	93.5896	5.0804
5.478	70.87	93.5872	5.0803
5.487	70.95	93.5850	5.0802
5.495	71.03	93.5829	5.0801
5.503	71.12	93.5806	5.0799
5.512	71.20	93.5784	5.0798
5.520	71.28	93.5763	5.0797
5.528	71.37	93.5740	5.0796
5.537	71.45	93.5716	5.0794
5.545	71.53	93.5695	5.0793
5.553	71.62	93.5671	5.0792
5.562	71.70	93.5649	5.0791
